MetricObserved,Year,IncomeGroup,RegionCode,RegionDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,Numeric,beer_servings,spirit_servings,wine_servings
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,64.1,105,18,24
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,66.5,105,18,24
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,61.9,105,18,24
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,63.8,105,18,24
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,66.3,105,18,24
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,61.6,105,18,24
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,61.1,105,18,24
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,63.7,105,18,24
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,58.9,105,18,24
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,18.87727,105,18,24
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,WSM,Samoa,FMLE,Female,21.44098,105,18,24
Life expectancy at age 60 (years),2013,,WPR,Western Pacific,WSM,Samoa,MLE,Male,16.41267,105,18,24
Life expectancy at age 60 (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,19,105,18,24
Life expectancy at age 60 (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,21,105,18,24
Life expectancy at age 60 (years),2012,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,16,105,18,24
Life expectancy at age 60 (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,17,105,18,24
Life expectancy at age 60 (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,19,105,18,24
Life expectancy at age 60 (years),2000,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,15,105,18,24
Life expectancy at age 60 (years),1990,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,BTSX,Both sexes,15,105,18,24
Life expectancy at age 60 (years),1990,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,FMLE,Female,18,105,18,24
Life expectancy at age 60 (years),1990,Lower_middle_income,WPR,Western Pacific,WSM,Samoa,MLE,Male,14,105,18,24
Life expectancy at birth (years),2013,,EUR,Europe,SMR,San Marino,BTSX,Both sexes,83.0731,0,0,0
Life expectancy at birth (years),2013,,EUR,Europe,SMR,San Marino,FMLE,Female,83.77034,0,0,0
Life expectancy at birth (years),2013,,EUR,Europe,SMR,San Marino,MLE,Male,82.5323,0,0,0
Life expectancy at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,83,0,0,0
Life expectancy at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,84,0,0,0
Life expectancy at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,MLE,Male,82,0,0,0
Life expectancy at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,82,0,0,0
Life expectancy at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,85,0,0,0
Life expectancy at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,MLE,Male,78,0,0,0
Life expectancy at birth (years),1990,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,79,0,0,0
Life expectancy at birth (years),1990,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,83,0,0,0
Life expectancy at birth (years),1990,High_income,EUR,Europe,SMR,San Marino,MLE,Male,76,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,73,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,73.4,0,0,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EUR,Europe,SMR,San Marino,MLE,Male,72.7,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,72.7,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,73.3,0,0,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EUR,Europe,SMR,San Marino,MLE,Male,72.1,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,71.8,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,74.2,0,0,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EUR,Europe,SMR,San Marino,MLE,Male,69.3,0,0,0
Life expectancy at age 60 (years),2013,,EUR,Europe,SMR,San Marino,BTSX,Both sexes,25.00651,0,0,0
Life expectancy at age 60 (years),2013,,EUR,Europe,SMR,San Marino,FMLE,Female,25.60971,0,0,0
Life expectancy at age 60 (years),2013,,EUR,Europe,SMR,San Marino,MLE,Male,24.5651,0,0,0
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,25,0,0,0
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,25,0,0,0
Life expectancy at age 60 (years),2012,High_income,EUR,Europe,SMR,San Marino,MLE,Male,24,0,0,0
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,24,0,0,0
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,26,0,0,0
Life expectancy at age 60 (years),2000,High_income,EUR,Europe,SMR,San Marino,MLE,Male,22,0,0,0
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,SMR,San Marino,BTSX,Both sexes,23,0,0,0
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,SMR,San Marino,FMLE,Female,25,0,0,0
Life expectancy at age 60 (years),1990,High_income,EUR,Europe,SMR,San Marino,MLE,Male,20,0,0,0
Life expectancy at birth (years),2013,,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,67.01282,56,38,140
Life expectancy at birth (years),2013,,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,68.82661,56,38,140
Life expectancy at birth (years),2013,,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,65.12962,56,38,140
Life expectancy at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,67,56,38,140
Life expectancy at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,69,56,38,140
Life expectancy at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,65,56,38,140
Life expectancy at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,63,56,38,140
Life expectancy at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,65,56,38,140
Life expectancy at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,61,56,38,140
Life expectancy at birth (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,61,56,38,140
Life expectancy at birth (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,63,56,38,140
Life expectancy at birth (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,59,56,38,140
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,57.5,56,38,140
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,58.7,56,38,140
Healthy life expectancy (HALE) at birth (years),2013,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,56.2,56,38,140
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,57.2,56,38,140
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,58.4,56,38,140
Healthy life expectancy (HALE) at birth (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,56,56,38,140
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,53.7,56,38,140
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,54.9,56,38,140
Healthy life expectancy (HALE) at birth (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,52.6,56,38,140
Life expectancy at age 60 (years),2013,,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,18.2137,56,38,140
Life expectancy at age 60 (years),2013,,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,18.83514,56,38,140
Life expectancy at age 60 (years),2013,,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,17.49417,56,38,140
Life expectancy at age 60 (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,18,56,38,140
Life expectancy at age 60 (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,19,56,38,140
Life expectancy at age 60 (years),2012,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,17,56,38,140
Life expectancy at age 60 (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,18,56,38,140
Life expectancy at age 60 (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,18,56,38,140
Life expectancy at age 60 (years),2000,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,17,56,38,140
Life expectancy at age 60 (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,BTSX,Both sexes,17,56,38,140
Life expectancy at age 60 (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,FMLE,Female,18,56,38,140
Life expectancy at age 60 (years),1990,Lower_middle_income,AFR,Africa,STP,Sao Tome and Principe,MLE,Male,17,56,38,140
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,75.72633,0,5,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,77.78622,0,5,0
Life expectancy at birth (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,74.12813,0,5,0
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,76,0,5,0
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,78,0,5,0
Life expectancy at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,74,0,5,0
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,73,0,5,0
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,75,0,5,0
Life expectancy at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,71,0,5,0
Life expectancy at birth (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,69,0,5,0
Life expectancy at birth (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,71,0,5,0
Life expectancy at birth (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,67,0,5,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,65.4,0,5,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,66.1,0,5,0
Healthy life expectancy (HALE) at birth (years),2013,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,64.7,0,5,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,65.1,0,5,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,65.8,0,5,0
Healthy life expectancy (HALE) at birth (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,64.4,0,5,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,62.1,0,5,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,62.9,0,5,0
Healthy life expectancy (HALE) at birth (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,61.4,0,5,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,19.20801,0,5,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,20.81397,0,5,0
Life expectancy at age 60 (years),2013,,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,17.92043,0,5,0
Life expectancy at age 60 (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,19,0,5,0
Life expectancy at age 60 (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,21,0,5,0
Life expectancy at age 60 (years),2012,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,18,0,5,0
Life expectancy at age 60 (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,18,0,5,0
Life expectancy at age 60 (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,19,0,5,0
Life expectancy at age 60 (years),2000,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,17,0,5,0
Life expectancy at age 60 (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,BTSX,Both sexes,17,0,5,0
Life expectancy at age 60 (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,FMLE,Female,18,0,5,0
Life expectancy at age 60 (years),1990,High_income,EMR,Eastern Mediterranean,SAU,Saudi Arabia,MLE,Male,16,0,5,0
Life expectancy at birth (years),2013,,AFR,Africa,SEN,Senegal,BTSX,Both sexes,64.49203,9,1,7
Life expectancy at birth (years),2013,,AFR,Africa,SEN,Senegal,FMLE,Female,65.88642,9,1,7
Life expectancy at birth (years),2013,,AFR,Africa,SEN,Senegal,MLE,Male,62.96355,9,1,7
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,64,9,1,7
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,66,9,1,7
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,63,9,1,7
Life expectancy at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,57,9,1,7
Life expectancy at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,59,9,1,7
Life expectancy at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,56,9,1,7
Life expectancy at birth (years),1990,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,57,9,1,7
Life expectancy at birth (years),1990,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,59,9,1,7
Life expectancy at birth (years),1990,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,56,9,1,7
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,55.4,9,1,7
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,56,9,1,7
Healthy life expectancy (HALE) at birth (years),2013,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,54.8,9,1,7
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,55.1,9,1,7
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,55.6,9,1,7
Healthy life expectancy (HALE) at birth (years),2012,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,54.5,9,1,7
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,48.8,9,1,7
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,49.5,9,1,7
Healthy life expectancy (HALE) at birth (years),2000,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,48.1,9,1,7
Life expectancy at age 60 (years),2013,,AFR,Africa,SEN,Senegal,BTSX,Both sexes,16.21535,9,1,7
Life expectancy at age 60 (years),2013,,AFR,Africa,SEN,Senegal,FMLE,Female,16.8593,9,1,7
Life expectancy at age 60 (years),2013,,AFR,Africa,SEN,Senegal,MLE,Male,15.44588,9,1,7
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,16,9,1,7
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,17,9,1,7
Life expectancy at age 60 (years),2012,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,15,9,1,7
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,16,9,1,7
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,16,9,1,7
Life expectancy at age 60 (years),2000,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,15,9,1,7
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,SEN,Senegal,BTSX,Both sexes,16,9,1,7
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,SEN,Senegal,FMLE,Female,16,9,1,7
Life expectancy at age 60 (years),1990,Low_income,AFR,Africa,SEN,Senegal,MLE,Male,15,9,1,7
Life expectancy at birth (years),2013,,EUR,Europe,SRB,Serbia,BTSX,Both sexes,74.69285,283,131,127
Life expectancy at birth (years),2013,,EUR,Europe,SRB,Serbia,FMLE,Female,77.36535,283,131,127
Life expectancy at birth (years),2013,,EUR,Europe,SRB,Serbia,MLE,Male,72.08939,283,131,127
Life expectancy at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,75,283,131,127
Life expectancy at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,77,283,131,127
Life expectancy at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,72,283,131,127
Life expectancy at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,72,283,131,127
Life expectancy at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,75,283,131,127
Life expectancy at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,69,283,131,127
Life expectancy at birth (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,72,283,131,127
Life expectancy at birth (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,75,283,131,127
Life expectancy at birth (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,69,283,131,127
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,65.3,283,131,127
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,67.4,283,131,127
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,63.2,283,131,127
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,65.1,283,131,127
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,67.2,283,131,127
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,63,283,131,127
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,62.7,283,131,127
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,64.9,283,131,127
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,60.7,283,131,127
Life expectancy at age 60 (years),2013,,EUR,Europe,SRB,Serbia,BTSX,Both sexes,18.94268,283,131,127
Life expectancy at age 60 (years),2013,,EUR,Europe,SRB,Serbia,FMLE,Female,20.3963,283,131,127
Life expectancy at age 60 (years),2013,,EUR,Europe,SRB,Serbia,MLE,Male,17.38674,283,131,127
Life expectancy at age 60 (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,19,283,131,127
Life expectancy at age 60 (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,20,283,131,127
Life expectancy at age 60 (years),2012,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,17,283,131,127
Life expectancy at age 60 (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,18,283,131,127
Life expectancy at age 60 (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,19,283,131,127
Life expectancy at age 60 (years),2000,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,16,283,131,127
Life expectancy at age 60 (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,BTSX,Both sexes,19,283,131,127
Life expectancy at age 60 (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,FMLE,Female,20,283,131,127
Life expectancy at age 60 (years),1990,Upper_middle_income,EUR,Europe,SRB,Serbia,MLE,Male,17,283,131,127
Life expectancy at birth (years),2013,,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,73.83582,157,25,51
Life expectancy at birth (years),2013,,AFR,Africa,SYC,Seychelles,FMLE,Female,78.48976,157,25,51
Life expectancy at birth (years),2013,,AFR,Africa,SYC,Seychelles,MLE,Male,69.67021,157,25,51
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,74,157,25,51
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,78,157,25,51
Life expectancy at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,69,157,25,51
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,72,157,25,51
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,77,157,25,51
Life expectancy at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,67,157,25,51
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,69,157,25,51
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,75,157,25,51
Life expectancy at birth (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,64,157,25,51
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,66.7,157,25,51
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,70.9,157,25,51
Healthy life expectancy (HALE) at birth (years),2013,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,63,157,25,51
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,66.6,157,25,51
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,70.8,157,25,51
Healthy life expectancy (HALE) at birth (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,62.8,157,25,51
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,65,157,25,51
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,69.2,157,25,51
Healthy life expectancy (HALE) at birth (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,61,157,25,51
Life expectancy at age 60 (years),2013,,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,20.15065,157,25,51
Life expectancy at age 60 (years),2013,,AFR,Africa,SYC,Seychelles,FMLE,Female,23.13638,157,25,51
Life expectancy at age 60 (years),2013,,AFR,Africa,SYC,Seychelles,MLE,Male,17.01026,157,25,51
Life expectancy at age 60 (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,20,157,25,51
Life expectancy at age 60 (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,23,157,25,51
Life expectancy at age 60 (years),2012,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,17,157,25,51
Life expectancy at age 60 (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,19,157,25,51
Life expectancy at age 60 (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,21,157,25,51
Life expectancy at age 60 (years),2000,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,16,157,25,51
Life expectancy at age 60 (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,BTSX,Both sexes,17,157,25,51
Life expectancy at age 60 (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,FMLE,Female,21,157,25,51
Life expectancy at age 60 (years),1990,Upper_middle_income,AFR,Africa,SYC,Seychelles,MLE,Male,14,157,25,51
Life expectancy at birth (years),2013,,AFR,Africa,SLE,Sierra Leone,BTSX,Both sexes,45.98883,25,3,2
Life expectancy at birth (years),2013,,AFR,Africa,SLE,Sierra Leone,FMLE,Female,46.1671,25,3,2
Life expectancy at birth (years),2013,,AFR,Africa,SLE,Sierra Leone,MLE,Male,45.79396,25,3,2
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SLE,Sierra Leone,BTSX,Both sexes,46,25,3,2
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SLE,Sierra Leone,FMLE,Female,46,25,3,2
Life expectancy at birth (years),2012,Low_income,AFR,Africa,SLE,Sierra Leone,MLE,Male,45,25,3,2
Life expectancy at birth (years),2000,Low_income,AFR,Africa,SLE,Sierra Leone,BTSX,Both sexes,39,25,3,2
Life expectancy at birth (years),2000,Low_income,AFR,Africa,SLE,Sierra Leone,FMLE,Female,39,25,3,2
